ngram,reviews_mentioning_ngram,avg_rating_0_5,avg_rating_percent
is easier infrastructure the department,2,4.700,94.0
overview of every detail of,2,4.700,94.0
money other transportation more h,2,4.900,98.0
things the new course curriculum,2,4.700,94.0
serious issues we get free,2,4.700,94.0
industry is easier infrastructure the,2,4.700,94.0
lan and wi fi service,2,4.700,94.0
scope for higher studies is,2,4.700,94.0
facilities including ac rooms full,2,4.700,94.0
hygienic food excellent medical facilities,2,4.700,94.0
industry ready semesters are difficult,2,4.700,94.0
consulting roles in mechanical engineering,2,4.700,94.0
of students get jobs but,2,4.700,94.0
open book exams and many,2,4.700,94.0
faculty the faculty is very,14,4.664,93.3
very good but some have,2,4.700,94.0
experienced faculty some hostels are,2,4.700,94.0
more such things the new,2,4.700,94.0
read more v vishal tiwari,2,4.700,94.0
book exams and many more,2,4.700,94.0
some have unique course curriculum,2,4.700,94.0
ready semesters are difficult here,2,4.700,94.0
company etc most of the,2,4.700,94.0
v vishal tiwari b tech,2,4.700,94.0
hostels are very good but,2,4.700,94.0
cpa and the lowest is,3,4.933,98.7
are very impressive about of,2,4.700,94.0
level and the hard work,2,4.700,94.0
very helpful some have unique,2,4.700,94.0
is cpa and the lowest,5,4.840,96.8
good and getting jobs in,2,4.700,94.0
firms are microsoft google bain,2,4.700,94.0
recruiting firms are microsoft google,2,4.700,94.0
recruiting companies are google amazon,3,4.800,96.0
are difficult here depending on,2,4.700,94.0
difficult here depending on your,2,4.700,94.0
everyone top recruiting firms are,2,4.700,94.0
here depending on your intelligence,2,4.700,94.0
students industry ready semesters are,2,4.700,94.0
you put into your studies,2,4.700,94.0
is very helpful some have,2,4.700,94.0
fi connectivity and excellent experienced,2,4.700,94.0
short overview of every detail,2,4.700,94.0
lpa the recruiting companies are,3,4.667,93.3
connectivity and excellent experienced faculty,2,4.700,94.0
jobs but the level of,2,4.700,94.0
and wi fi service good,2,4.700,94.0
curriculum open book exams and,2,4.700,94.0
money short overview of every,2,4.700,94.0
see what students say about,2,4.300,86.0
say about other colleges nit,2,4.300,86.0
what students say about other,2,4.300,86.0
roorkee roorkee reviews iit delhi,2,4.300,86.0
other colleges nit warangal warangal,2,4.300,86.0
roorkee reviews iit delhi delhi,2,4.300,86.0
reviews iit delhi delhi reviews,2,4.300,86.0
hyderabad hyderabad reviews what student,2,4.300,86.0
nit warangal warangal reviews iit,2,4.300,86.0
more see what students say,2,4.300,86.0
reviews iit hyderabad hyderabad reviews,2,4.300,86.0
reviews iit bhu varanasi reviews,2,4.300,86.0
trichy tiruchirappalli reviews iit hyderabad,2,4.300,86.0
reviews nit trichy tiruchirappalli reviews,2,4.300,86.0
read more see what students,2,4.300,86.0
iit hyderabad hyderabad reviews what,2,4.300,86.0
studies reviewed on nov read,2,4.600,92.0
warangal reviews iit roorkee roorkee,2,4.300,86.0
tiruchirappalli reviews iit hyderabad hyderabad,2,4.300,86.0
reviews what student says about,2,4.300,86.0
bhu varanasi reviews nit trichy,2,4.300,86.0
nit trichy tiruchirappalli reviews iit,2,4.300,86.0
reviews iit roorkee roorkee reviews,2,4.300,86.0
iit delhi delhi reviews iit,2,4.300,86.0
delhi delhi reviews iit bhu,2,4.300,86.0
varanasi reviews nit trichy tiruchirappalli,2,4.300,86.0
iit bhu varanasi reviews nit,2,4.300,86.0
hyderabad reviews what student says,2,4.300,86.0
about other colleges nit warangal,2,4.300,86.0
iit roorkee roorkee reviews iit,2,4.300,86.0
warangal warangal reviews iit roorkee,2,4.300,86.0
students say about other colleges,2,4.300,86.0
colleges nit warangal warangal reviews,2,4.300,86.0
delhi reviews iit bhu varanasi,2,4.300,86.0
etc the top roles offered,5,4.880,97.6
is very good the library,3,4.200,84.0
most is sports that you,2,4.400,88.0
and knowledgeable almost all the,3,4.733,94.7
frequent place for making friends,2,4.400,88.0
but they need a little,2,4.400,88.0
medical facilities are available all,6,4.600,92.0
money absolutely satisfied and faculty,2,4.400,88.0
good for labs but iit,2,4.400,88.0
machine on each floor and,5,4.720,94.4
my department was rs lacs,2,4.400,88.0
little more in my branch,2,4.400,88.0
more a abhishek anand b,2,4.400,88.0
was the infrastructure placements nearly,2,4.400,88.0
so big and is the,2,4.400,88.0
they need a little more,2,4.400,88.0
best institute in india with,3,4.600,92.0
satisfied and faculty was good,2,4.400,88.0
money this is the best,10,4.620,92.4
mess food is good one,2,4.400,88.0
is sports that you can,2,4.400,88.0
thing i love the most,2,4.400,88.0
package offered was rs lacs,4,4.013,80.2
good and so was the,2,4.400,88.0
sports and win the contest,2,4.400,88.0
the library is big but,2,4.400,88.0
rs lacs infrastructure wi fi,2,4.400,88.0
newly painted at my time,2,4.400,88.0
win the contest the canteen,2,4.400,88.0
the time the hostel is,2,4.400,88.0
is the most frequent place,2,4.400,88.0
knowledgeable almost all the professors,3,4.733,94.7
sports that you can play,2,4.400,88.0
my time so they are,2,4.400,88.0
placed have not sat for,2,4.400,88.0
the average package offered was,19,4.600,92.0
big but i have been,2,4.400,88.0
offered was rs lacs and,2,4.400,88.0
a good course and is,2,4.400,88.0
bombay provides better exploration the,2,4.400,88.0
iit bombay provides better exploration,2,4.400,88.0
i have been other times,2,4.400,88.0
facilities are available all night,2,4.400,88.0
graduation and labs is big,2,4.400,88.0
anand b tech in aerospace,2,4.400,88.0
from my department was rs,2,4.400,88.0
canteen is so big and,2,4.400,88.0
was rs lacs and high,2,4.400,88.0
provides better exploration the classrooms,2,4.400,88.0
times in my whole graduation,2,4.400,88.0
a little more in my,2,4.400,88.0
placed and those not placed,2,4.400,88.0
can play and participate in,2,4.400,88.0
food is good one thing,2,4.400,88.0
a abhishek anand b tech,2,4.400,88.0
painted at my time so,2,4.400,88.0
my whole graduation and labs,2,4.400,88.0
my branch for innovation it,2,4.400,88.0
library is big but i,2,4.400,88.0
awesome but they need a,2,4.400,88.0
are helpful the course curriculum,3,4.800,96.0
play and participate in your,2,4.400,88.0
labs but iit bombay provides,2,4.400,88.0
all the professors are helpful,3,4.600,92.0
hostel mess food is good,2,4.400,88.0
are very highly qualified and,7,4.743,94.9
and is the most frequent,2,4.400,88.0
the hostel is small but,2,4.400,88.0
is big but kanpur iit,2,4.400,88.0
is good one thing i,2,4.400,88.0
qualified and knowledgeable almost all,3,4.733,94.7
and labs is big but,2,4.400,88.0
is a good course and,4,4.050,81.0
quality is very good and,16,4.647,92.9
all night faculty teachers were,2,4.400,88.0
are available all night faculty,2,4.400,88.0
all the time the hostel,2,4.400,88.0
nearly placed and those not,2,4.400,88.0
big but kanpur iit is,2,4.400,88.0
lacs and high from my,2,4.400,88.0
abhishek anand b tech in,2,4.400,88.0
were awesome but they need,2,4.400,88.0
if you attend all the,3,4.200,84.0
whole graduation and labs is,2,4.400,88.0
exploration the classrooms are newly,2,4.400,88.0
at my time so they,2,4.400,88.0
in my branch for innovation,2,4.400,88.0
is big but i have,2,4.400,88.0
high from my department was,2,4.400,88.0
faculty teachers were awesome but,2,4.400,88.0
for innovation it is a,2,4.400,88.0
not placed have not sat,2,4.400,88.0
sat for placements the average,2,4.400,88.0
been other times in my,2,4.400,88.0
lacs infrastructure wi fi is,2,4.400,88.0
for money absolutely satisfied and,4,4.638,92.8
placements nearly placed and those,2,4.400,88.0
and participate in your favours,2,4.400,88.0
the classrooms are newly painted,2,4.400,88.0
but the hostel mess food,2,4.400,88.0
is a part of the,5,4.640,92.8
but kanpur iit is good,2,4.400,88.0
good medical facilities are available,12,4.250,85.0
helpful the course curriculum is,12,4.767,95.3
they are good medical facilities,2,4.400,88.0
and faculty was good and,2,4.400,88.0
for labs but iit bombay,2,4.400,88.0
was good and so was,2,4.400,88.0
the contest the canteen is,2,4.400,88.0
better exploration the classrooms are,2,4.400,88.0
have not sat for placements,2,4.400,88.0
have been other times in,2,4.400,88.0
participate in your favours sports,2,4.400,88.0
that you can play and,2,4.400,88.0
but iit bombay provides better,2,4.400,88.0
big and is the most,2,4.400,88.0
iit is good for labs,2,4.400,88.0
average package offered was rs,2,4.400,88.0
hostel is small but the,2,4.400,88.0
for money this is the,16,4.634,92.7
washing machine on each floor,5,4.720,94.4
the canteen is so big,2,4.400,88.0
for placements the average package,2,4.400,88.0
favours sports and win the,2,4.400,88.0
and high from my department,2,4.400,88.0
available all night faculty teachers,2,4.400,88.0
was rs lacs infrastructure wi,2,4.400,88.0
night faculty teachers were awesome,2,4.400,88.0
highly qualified and knowledgeable almost,3,4.200,84.0
difficult if you attend all,3,4.200,84.0
one thing i love the,2,4.400,88.0
but i have been other,2,4.400,88.0
course and is very interesting,2,4.400,88.0
and win the contest the,2,4.400,88.0
branch for innovation it is,2,4.400,88.0
for making friends the library,2,4.400,88.0
other times in my whole,2,4.400,88.0
and those not placed have,2,4.400,88.0
not very difficult if you,3,4.600,92.0
classrooms are newly painted at,2,4.400,88.0
read more a abhishek anand,2,4.400,88.0
innovation it is a good,2,4.400,88.0
are not very difficult if,7,4.600,92.0
place for making friends the,2,4.400,88.0
are newly painted at my,2,4.400,88.0
good one thing i love,2,4.400,88.0
the most is sports that,2,4.400,88.0
and so was the infrastructure,2,4.400,88.0
more in my branch for,2,4.400,88.0
this is the best institute,5,4.720,94.4
rs lacs and high from,2,4.400,88.0
ready semester exams are not,11,4.600,92.0
teachers were awesome but they,2,4.400,88.0
is so big and is,2,4.400,88.0
love the most is sports,2,4.400,88.0
available all the time the,2,4.400,88.0
lpa infrastructure the infrastructure is,5,4.360,87.2
most frequent place for making,2,4.400,88.0
so was the infrastructure placements,2,4.400,88.0
need a little more in,2,4.400,88.0
absolutely satisfied and faculty was,2,4.400,88.0
so they are good medical,2,4.400,88.0
i love the most is,2,4.400,88.0
are good medical facilities are,4,4.350,87.0
the campus is wi fi,11,4.427,88.5
kanpur iit is good for,2,4.400,88.0
good course and is very,2,4.400,88.0
in my whole graduation and,2,4.400,88.0
is good for labs but,2,4.400,88.0
in your favours sports and,2,4.400,88.0
faculty was good and so,2,4.400,88.0
labs is big but kanpur,2,4.400,88.0
good the library is huge,3,4.667,93.3
very good the library is,11,4.600,92.0
small but the hostel mess,2,4.400,88.0
friends the library is big,2,4.400,88.0
almost all the professors are,7,4.429,88.6
infrastructure is very good the,7,4.500,90.0
time the hostel is small,2,4.400,88.0
your favours sports and win,2,4.400,88.0
those not placed have not,2,4.400,88.0
not sat for placements the,2,4.400,88.0
making friends the library is,2,4.400,88.0
the infrastructure placements nearly placed,2,4.400,88.0
department was rs lacs infrastructure,2,4.400,88.0
time so they are good,2,4.400,88.0
infrastructure placements nearly placed and,2,4.400,88.0
are good we have a,7,4.543,90.9
the most frequent place for,2,4.400,88.0
contest the canteen is so,2,4.400,88.0
is small but the hostel,2,4.400,88.0
you can play and participate,2,4.400,88.0
i did civil engineer from,2,4.500,90.0
microsoft lg sony and apple,2,4.500,90.0
got internship in pepsi and,2,4.500,90.0
available there and everyone in,2,4.500,90.0
to talk well he was,2,4.500,90.0
recruiting company is microsoft lg,2,4.500,90.0
made to participate in the,2,4.500,90.0
that we will go to,2,4.500,90.0
got to learn a lot,2,4.500,90.0
a lot from this college,2,4.500,90.0
used to explain to me,2,4.500,90.0
easy because everyone here studied,2,4.500,90.0
was very clean and the,2,4.500,90.0
was like a good brother,2,4.500,90.0
food was very tasty burger,2,4.500,90.0
good brother to us i,2,4.500,90.0
college and i feel that,2,4.500,90.0
to explain to me well,2,4.500,90.0
sony and apple percent of,2,4.500,90.0
was very tasty burger and,2,4.500,90.0
doubt he knew everything and,2,4.500,90.0
in the game and also,2,4.500,90.0
participate in the game and,2,4.500,90.0
is microsoft lg sony and,2,4.500,90.0
was rs lacs the recruiting,2,4.500,90.0
the lab in my college,2,4.500,90.0
did civil engineer from iit,2,4.500,90.0
more r rahul kumar b,2,4.500,90.0
to learn a lot from,6,4.375,87.5
in my college was very,10,4.100,82.0
the international level faculty my,2,4.500,90.0
him to the international level,2,4.500,90.0
was made to participate in,2,4.500,90.0
faculty my college teachers were,2,4.500,90.0
college was very clean and,2,4.500,90.0
clean and the canteen was,2,4.500,90.0
were also available there and,2,4.500,90.0
us i got to learn,2,4.500,90.0
my college was very clean,2,4.500,90.0
game and also took him,2,4.500,90.0
game and everyone was made,2,4.500,90.0
to very good companies in,2,4.500,90.0
here were very easy because,2,4.500,90.0
like a good brother to,2,4.500,90.0
from iit mumbai in placements,2,4.500,90.0
civil engineer from iit mumbai,2,4.500,90.0
learn a lot from this,2,4.500,90.0
apple percent of students in,2,4.500,90.0
to every game and everyone,2,4.500,90.0
he knew everything and he,2,4.500,90.0
because everyone here studied well,2,4.500,90.0
priority to every game and,2,4.500,90.0
lg sony and apple percent,2,4.500,90.0
and i feel that we,2,4.500,90.0
read more r rahul kumar,2,4.500,90.0
on jul read more r,6,4.533,90.7
r rahul kumar b tech,2,4.500,90.0
the canteen was also very,5,4.560,91.2
and apple percent of students,2,4.500,90.0
the recruiting company is microsoft,2,4.500,90.0
on every doubt he knew,2,4.500,90.0
civil engineering got internship in,2,4.500,90.0
every doubt he knew everything,2,4.500,90.0
exams here were very easy,2,4.500,90.0
future the semester exams here,2,4.500,90.0
very good the food was,2,4.500,90.0
of students in civil engineering,2,4.500,90.0
brother to us i got,2,4.500,90.0
every game and everyone was,2,4.500,90.0
good the food was very,2,4.500,90.0
jul read more r rahul,2,4.500,90.0
percent of students in civil,2,4.500,90.0
rs lacs the recruiting company,2,4.500,90.0
engineering the average package was,4,4.700,94.0
very good companies in future,2,4.500,90.0
also very good the food,2,4.500,90.0
feel that we will go,2,4.500,90.0
also took him to the,2,4.500,90.0
studied well and the teacher,2,4.500,90.0
college teachers were very good,2,4.500,90.0
in the hostel used to,2,4.500,90.0
in civil engineering got internship,2,4.500,90.0
the hostel used to talk,2,4.500,90.0
everyone here studied well and,2,4.500,90.0
go to very good companies,2,4.500,90.0
from this college and i,2,4.500,90.0
and also took him to,2,4.500,90.0
for money i did civil,2,4.500,90.0
money i did civil engineer,2,4.500,90.0
he used to explain to,2,4.500,90.0
he was given priority to,2,4.500,90.0
semester exams here were very,2,4.500,90.0
international level faculty my college,2,4.500,90.0
everything and he was like,2,4.500,90.0
students in civil engineering got,2,4.500,90.0
average package was rs lacs,6,4.400,88.0
companies infrastructure the lab in,2,4.500,90.0
to participate in the game,2,4.500,90.0
and he was like a,2,4.500,90.0
in future the semester exams,2,4.500,90.0
we will go to very,2,4.500,90.0
took him to the international,2,4.500,90.0
were very good he used,2,4.500,90.0
and pizza were also available,2,4.500,90.0
me well on every doubt,2,4.500,90.0
i got to learn a,2,4.500,90.0
companies in future the semester,2,4.500,90.0
here studied well and the,2,4.500,90.0
package was rs lacs the,2,4.500,90.0
to the international level faculty,2,4.500,90.0
lab in my college was,2,4.500,90.0
and hetachi companies infrastructure the,2,4.500,90.0
there and everyone in the,2,4.500,90.0
was also very good the,2,4.500,90.0
in placements per cent of,2,4.500,90.0
used to talk well he,2,4.500,90.0
teachers were very good he,2,4.500,90.0
and everyone in the hostel,2,4.500,90.0
burger and pizza were also,2,4.500,90.0
the semester exams here were,2,4.500,90.0
iit mumbai in placements per,2,4.500,90.0
i feel that we will,2,4.500,90.0
lot from this college and,2,4.500,90.0
company is microsoft lg sony,2,4.500,90.0
were very easy because everyone,2,4.500,90.0
the game and also took,2,4.500,90.0
pizza were also available there,2,4.500,90.0
a good brother to us,2,4.500,90.0
hetachi companies infrastructure the lab,2,4.500,90.0
explain to me well on,2,4.500,90.0
well he was given priority,2,4.500,90.0
level faculty my college teachers,2,4.500,90.0
pepsi and hetachi companies infrastructure,2,4.500,90.0
also available there and everyone,2,4.500,90.0
given priority to every game,2,4.500,90.0
in pepsi and hetachi companies,2,4.500,90.0
everyone in the hostel used,2,4.500,90.0
to me well on every,2,4.500,90.0
good he used to explain,2,4.500,90.0
the teacher explained very well,2,4.500,90.0
canteen was also very good,4,4.600,92.0
engineer from iit mumbai in,2,4.500,90.0
everyone was made to participate,2,4.500,90.0
rahul kumar b tech in,4,4.400,88.0
and the teacher explained very,2,4.500,90.0
very good he used to,2,4.500,90.0
my college teachers were very,2,4.500,90.0
very easy because everyone here,2,4.500,90.0
very tasty burger and pizza,2,4.500,90.0
hostel used to talk well,2,4.500,90.0
will go to very good,2,4.500,90.0
very clean and the canteen,2,4.500,90.0
the food was very tasty,2,4.500,90.0
knew everything and he was,2,4.500,90.0
internship in pepsi and hetachi,2,4.500,90.0
infrastructure the lab in my,2,4.500,90.0
and everyone was made to,2,4.500,90.0
was given priority to every,2,4.500,90.0
mumbai in placements per cent,2,4.500,90.0
and the canteen was also,2,4.500,90.0
this college and i feel,2,4.500,90.0
talk well he was given,2,4.500,90.0
the average package was rs,10,4.580,91.6
engineering got internship in pepsi,2,4.500,90.0
value for money i did,2,4.500,90.0
to us i got to,2,4.500,90.0
tasty burger and pizza were,2,4.500,90.0
well on every doubt he,2,4.500,90.0
well and the teacher explained,2,4.500,90.0
good companies in future the,2,4.500,90.0
lacs the recruiting company is,2,4.500,90.0
he was like a good,2,4.500,90.0
earn through various opportunities available,2,4.800,96.0
iits have the opportunity to,2,4.800,96.0
is that if you get,2,4.800,96.0
overall the campus is excellent,2,4.800,96.0
online if you have knowledge,2,4.800,96.0
also friendly they provide good,2,4.800,96.0
microsoft google amazon and many,2,4.800,96.0
opportunity to enroll in this,2,4.800,96.0
course one can get the,2,4.800,96.0
taking this course was my,2,4.800,96.0
could get a high role,2,4.800,96.0
companies will hire you and,2,4.800,96.0
in various activities faculty the,2,4.800,96.0
most knowledge of the it,2,4.800,96.0
available for many games after,2,4.800,96.0
get the most knowledge of,2,4.800,96.0
jul read more a ayush,2,4.800,96.0
have the opportunity to enroll,2,4.800,96.0
it sector you could also,2,4.800,96.0
you have knowledge about it,2,4.800,96.0
was my dream as only,2,4.800,96.0
of the it sector you,2,4.800,96.0
chose the bombay branch placements,2,4.800,96.0
do most of the work,2,4.800,96.0
would hire you many students,2,4.800,96.0
course in the above mentioned,2,4.800,96.0
productive foreign companies will hire,2,4.800,96.0
hire you many students got,2,4.800,96.0
the comfort of your home,2,4.800,96.0
this course was my dream,2,4.800,96.0
on your skills infrastructure the,2,4.800,96.0
skills infrastructure the faculty members,2,4.800,96.0
about it other taking this,2,4.800,96.0
work from the comfort of,2,4.800,96.0
impressive and friendly the campus,2,4.800,96.0
students who could get into,2,4.800,96.0
who passed advance were given,2,4.800,96.0
and productive foreign companies will,2,4.800,96.0
get a high role depending,2,4.800,96.0
amazing one should visit here,2,4.800,96.0
for money i still feel,2,4.800,96.0
you many students got internships,2,4.800,96.0
over crore per annum microsoft,2,4.800,96.0
comfort of your home overall,2,4.800,96.0
students got internships from the,14,4.457,89.1
one should visit here it,2,4.800,96.0
are available for many games,2,4.800,96.0
a high role depending on,2,4.800,96.0
includes a canteen cycles are,2,4.800,96.0
also earn through various opportunities,2,4.800,96.0
hire you and also offer,2,4.800,96.0
relax by indulging in various,2,4.800,96.0
to enroll in this course,4,4.700,94.0
is amazing one should visit,2,4.800,96.0
also offer over crore per,2,4.800,96.0
members are very impressive and,2,4.800,96.0
google amazon and many other,4,4.300,86.0
money i still feel lucky,2,4.800,96.0
as only of the students,2,4.800,96.0
many other ruling it companies,2,4.800,96.0
your skills infrastructure the faculty,2,4.800,96.0
the course in the above,2,4.800,96.0
it includes a canteen cycles,2,4.800,96.0
you could do most of,2,4.800,96.0
branch placements only some students,2,4.800,96.0
cycles are available to move,2,4.800,96.0
knowledge about it other taking,2,4.800,96.0
and multiple courts are available,2,4.800,96.0
a ayush singh b tech,4,4.650,93.0
highly innovative and productive foreign,2,4.800,96.0
many games after studying here,2,4.800,96.0
campus is amazing one should,2,4.800,96.0
foreign companies will hire you,2,4.800,96.0
various opportunities available online if,2,4.800,96.0
offer over crore per annum,2,4.800,96.0
faculty the teachers are not,8,4.100,82.0
crore per annum microsoft google,2,4.800,96.0
packages could vary if you,2,4.800,96.0
placements only some students were,2,4.800,96.0
helpful but also friendly they,2,4.800,96.0
i still feel lucky that,2,4.800,96.0
bombay branch placements only some,2,4.800,96.0
separate and multiple courts are,2,4.800,96.0
your home overall the campus,2,4.800,96.0
a canteen cycles are available,2,4.800,96.0
given the opportunity packages could,2,4.800,96.0
advance were given the opportunity,2,4.800,96.0
other ruling it companies would,2,4.800,96.0
and friendly the campus is,2,4.800,96.0
very impressive and friendly the,2,4.800,96.0
can get the most knowledge,2,4.800,96.0
one can get the most,2,4.800,96.0
you are highly innovative and,2,4.800,96.0
friendly the campus is amazing,2,4.800,96.0
various activities faculty the teachers,2,4.800,96.0
the campus is amazing one,2,4.800,96.0
companies you could get a,2,4.800,96.0
most of the work from,2,4.800,96.0
this course is that if,2,4.800,96.0
could vary if you are,2,4.800,96.0
here one could relax by,2,4.800,96.0
to move on campus separate,2,4.800,96.0
the students who could get,2,4.800,96.0
indulging in various activities faculty,2,4.800,96.0
could do most of the,2,4.800,96.0
only some students were allowed,2,4.800,96.0
course the best thing about,8,4.475,89.5
depending on your skills infrastructure,2,4.800,96.0
into iits have the opportunity,2,4.800,96.0
from the comfort of your,2,4.800,96.0
but also friendly they provide,2,4.800,96.0
of the students who passed,4,4.450,89.0
sector you could also earn,2,4.800,96.0
other taking this course was,2,4.800,96.0
are available to move on,2,4.800,96.0
it firm you could do,2,4.800,96.0
the opportunity packages could vary,2,4.800,96.0
and also offer over crore,2,4.800,96.0
were allowed to take the,2,4.800,96.0
the course as only of,2,4.800,96.0
games after studying here one,2,4.800,96.0
available online if you have,2,4.800,96.0
only of the students who,2,4.800,96.0
passed advance were given the,2,4.800,96.0
this course the best thing,12,4.333,86.7
the teachers are not only,4,4.100,82.0
are very impressive and friendly,2,4.800,96.0
to take the course as,2,4.800,96.0
got internships from the course,6,4.500,90.0
opportunities available online if you,2,4.800,96.0
role depending on your skills,2,4.800,96.0
by indulging in various activities,2,4.800,96.0
some students were allowed to,2,4.800,96.0
from the course in the,2,4.800,96.0
quality education by taking this,2,4.800,96.0
per annum microsoft google amazon,2,4.800,96.0
are highly innovative and productive,2,4.800,96.0
and many other ruling it,2,4.800,96.0
not only helpful but also,2,4.800,96.0
more a ayush singh b,2,4.800,96.0
will hire you and also,2,4.800,96.0
above mentioned companies you could,2,4.800,96.0
could also earn through various,2,4.800,96.0
for many games after studying,2,4.800,96.0
the bombay branch placements only,2,4.800,96.0
in the above mentioned companies,2,4.800,96.0
campus separate and multiple courts,2,4.800,96.0
friendly they provide good quality,2,4.800,96.0
education by taking this course,2,4.800,96.0
the most knowledge of the,2,4.800,96.0
move on campus separate and,2,4.800,96.0
if you get hired by,2,4.800,96.0
good quality education by taking,2,4.800,96.0
opportunity packages could vary if,2,4.800,96.0
activities faculty the teachers are,3,4.867,97.3
infrastructure the faculty members are,2,4.800,96.0
could get into iits have,2,4.800,96.0
who could get into iits,2,4.800,96.0
the opportunity to enroll in,2,4.800,96.0
were given the opportunity packages,2,4.800,96.0
available to move on campus,2,4.800,96.0
value for money i still,2,4.800,96.0
my dream as only of,2,4.800,96.0
the it sector you could,2,4.800,96.0
enroll in this course the,2,4.800,96.0
feel lucky that i chose,2,4.800,96.0
many students got internships from,4,4.500,90.0
ruling it companies would hire,2,4.800,96.0
dream as only of the,2,4.800,96.0
after studying here one could,2,4.800,96.0
if you have knowledge about,2,4.800,96.0
courts are available for many,2,4.800,96.0
have knowledge about it other,2,4.800,96.0
a leading it firm you,2,4.800,96.0
leading it firm you could,2,4.800,96.0
that i chose the bombay,2,4.800,96.0
high role depending on your,2,4.800,96.0
allowed to take the course,2,4.800,96.0
studying here one could relax,2,4.800,96.0
canteen cycles are available to,2,4.800,96.0
get into iits have the,2,4.800,96.0
students were allowed to take,2,4.800,96.0
here it includes a canteen,2,4.800,96.0
multiple courts are available for,2,4.800,96.0
faculty members are very impressive,2,4.800,96.0
you could also earn through,2,4.800,96.0
annum microsoft google amazon and,2,4.800,96.0
i chose the bombay branch,2,4.800,96.0
lucky that i chose the,2,4.800,96.0
you get hired by a,2,4.800,96.0
the work from the comfort,2,4.800,96.0
one could relax by indulging,2,4.800,96.0
taking this course one can,2,4.800,96.0
mentioned companies you could get,2,4.800,96.0
firm you could do most,2,4.800,96.0
in this course the best,2,4.800,96.0
by taking this course one,2,4.800,96.0
if you are highly innovative,2,4.800,96.0
read more a ayush singh,2,4.800,96.0
innovative and productive foreign companies,2,4.800,96.0
ayush singh b tech in,4,4.650,93.0
take the course as only,2,4.800,96.0
the above mentioned companies you,2,4.800,96.0
you and also offer over,2,4.800,96.0
vary if you are highly,2,4.800,96.0
still feel lucky that i,2,4.800,96.0
hired by a leading it,2,4.800,96.0
of the work from the,2,4.800,96.0
students who passed advance were,2,4.800,96.0
course is that if you,2,4.800,96.0
you could get a high,2,4.800,96.0
internships from the course in,4,4.700,94.0
of the students who could,2,4.800,96.0
home overall the campus is,2,4.800,96.0
provide good quality education by,2,4.800,96.0
about this course is that,30,4.627,92.5
by a leading it firm,2,4.800,96.0
on campus separate and multiple,2,4.800,96.0
companies would hire you many,2,4.800,96.0
should visit here it includes,2,4.800,96.0
knowledge of the it sector,2,4.800,96.0
that if you get hired,2,4.800,96.0
get hired by a leading,2,4.800,96.0
course was my dream as,2,4.800,96.0
they provide good quality education,2,4.800,96.0
it other taking this course,2,4.800,96.0
teachers are not only helpful,2,4.800,96.0
amazon and many other ruling,2,4.800,96.0
course as only of the,2,4.800,96.0
of your home overall the,2,4.800,96.0
could relax by indulging in,2,4.800,96.0
through various opportunities available online,2,4.800,96.0
only helpful but also friendly,2,4.800,96.0
visit here it includes a,2,4.800,96.0
the students who passed advance,2,4.800,96.0
it companies would hire you,2,4.800,96.0
are not only helpful but,2,4.800,96.0
course is a new thing,2,5.000,100.0
in this subject and i,2,5.000,100.0
in microsoft infrastructure facilities and,2,5.000,100.0
is an excellent college for,2,5.000,100.0
offered in the last year,2,5.000,100.0
teachers are very well experienced,2,5.000,100.0
about our course per day,2,5.000,100.0
course are google microsoft paytm,2,5.000,100.0
was about crores per annum,2,5.000,100.0
about crores per annum and,2,5.000,100.0
year was about crores per,2,5.000,100.0
it works other i have,2,5.000,100.0
a technical all things are,2,5.000,100.0
amazon the top role offered,2,5.000,100.0
ready for the industry everything,2,5.000,100.0
about this year is this,2,5.000,100.0
web developer in microsoft infrastructure,2,5.000,100.0
in b tech because it,2,5.000,100.0
offered in our college is,4,4.875,97.5
b tech because it is,2,5.000,100.0
very well experienced and they,2,5.000,100.0
is my mind test in,2,5.000,100.0
package offered in the last,2,5.000,100.0
is excellent reviewed on jun,2,4.600,92.0
potential in this field the,2,5.000,100.0
are also available faculty teachers,6,4.700,94.0
the best like very fast,2,5.000,100.0
day events and fests are,2,5.000,100.0
google microsoft paytm etc almost,2,5.000,100.0
best and the hostels are,2,5.000,100.0
classrooms food quality is the,2,5.000,100.0
the last year was about,2,5.000,100.0
technical all things are better,2,5.000,100.0
provided and sports are also,2,5.000,100.0
are google microsoft paytm etc,2,5.000,100.0
tech because it is my,2,5.000,100.0
use my full potential in,2,5.000,100.0
is this course is a,2,5.000,100.0
thing in a technical all,2,5.000,100.0
very fast wi fi library,2,5.000,100.0
in this field the best,2,5.000,100.0
new thing in a technical,2,5.000,100.0
our college is a web,2,5.000,100.0
a new thing in a,2,5.000,100.0
wi fi library and very,2,5.000,100.0
top role offered in our,7,4.771,95.4
the best and the hostels,2,5.000,100.0
excellent college for all students,2,5.000,100.0
at amazon the top role,2,5.000,100.0
my mind test in this,2,5.000,100.0
relevant and students are ready,2,5.000,100.0
i have chosen computer science,2,5.000,100.0
is provided and sports are,2,5.000,100.0
college for all students placements,2,5.000,100.0
the top role offered in,9,4.778,95.6
the best teachers are very,2,5.000,100.0
the students got internships in,25,4.552,91.0
the industry everything is relevant,2,5.000,100.0
year is this course is,2,5.000,100.0
excellent reviewed on jun read,2,4.600,92.0
